Código Producto,Fecha,Ventas Actuales,Ventas Reales Futuras,Ventas Predichas,Precio Promedio,Frecuencia,Cluster,Error Absoluto ($),Error (%)
1126,2022-10-01,27.0,21.0,14.34,15953.85,13,0,6.66,31.73
215,2022-10-01,24.0,3.0,7.29,61981.91,7,0,4.29,143.05
215,2022-10-01,3.0,5.0,7.42,110000.0,3,0,2.42,48.45
1126,2022-10-01,2.0,27.0,19.94,21100.0,1,0,7.06,26.16
2153,2022-10-01,6.0,20.0,8.61,2100.0,3,0,11.39,56.96
288,2022-10-01,10.0,78.0,22.22,10220.0,5,0,55.78,71.51
2153,2022-10-01,20.0,2.0,9.34,2526.67,15,0,7.34,366.77
263,2022-10-01,12.0,3.0,10.28,44689.65,3,0,7.28,242.58
863,2022-10-01,128.0,2.0,11.07,1161.81,14,1,9.07,453.72
1120,2022-10-01,8.0,4.0,9.82,11375.0,4,0,5.82,145.54
2193,2022-10-01,5.0,18.0,11.41,2543.33,3,0,6.59,36.63
284,2022-10-01,4.0,22.0,15.44,4408.33,3,0,6.56,29.82
847,2022-10-01,5.0,2.0,7.79,7960.0,5,0,5.79,289.52
546,2022-10-01,26.0,11.0,8.64,15584.62,26,0,2.36,21.46
666,2022-10-01,194.0,54.0,52.06,1278.87,140,2,1.94,3.59
1116,2022-10-01,38.0,30.0,34.9,5400.5,2,0,4.9,16.33
1116,2022-10-01,30.0,11.0,21.55,17333.33,12,0,10.55,95.89
571,2022-10-01,8.0,14.0,15.03,12962.5,5,0,1.03,7.38
284,2022-10-01,22.0,28.0,16.11,3562.5,8,0,11.89,42.46
850,2022-10-01,23.0,4.0,14.4,650.0,10,1,10.4,260.01
850,2022-10-01,8.0,23.0,15.66,525.0,4,0,7.34,31.9
T9568,2022-10-01,4.0,3.0,17.59,262.5,1,0,14.59,486.41
703,2022-10-01,1.0,2.0,9.15,3500.0,1,0,7.15,357.41
2551,2022-10-01,24.0,6.0,9.37,250.0,2,1,3.37,56.22
2172,2022-10-01,217.0,22.0,23.97,800.0,72,1,1.97,8.93
2637,2022-10-01,9.0,1.0,8.34,16900.0,9,0,7.34,733.54
557,2022-10-01,1.0,8.0,8.51,6600.0,1,0,0.51,6.42
687,2022-10-01,3.0,19.0,11.75,16000.0,1,0,7.25,38.17
T7120,2022-10-01,10.0,5.0,13.51,2200.0,3,0,8.51,170.18
575,2022-10-01,3.0,2.0,8.9,6300.0,1,0,6.9,345.06
218,2022-10-01,39.0,78.0,44.03,121336.43,9,0,33.97,43.56
218,2022-10-01,78.0,16.0,18.27,144153.62,69,0,2.27,14.2
T7120,2022-10-01,5.0,2.0,13.05,2100.0,3,0,11.05,552.71
2542,2022-10-01,1.0,1.0,6.97,158300.0,1,0,5.97,597.4
2542,2022-10-01,1.0,1.0,8.05,150000.0,1,0,7.05,705.36
1004,2022-10-01,61.5,29.5,24.89,71619.71,13,0,4.61,15.62
1004,2022-10-01,29.5,9.0,17.42,123730.98,23,0,8.42,93.57
282,2022-10-01,4.0,71.0,7.88,15000.0,4,0,63.12,88.91
282,2022-10-01,1.0,4.0,11.93,15000.0,1,0,7.93,198.31
226,2022-10-01,27.0,3.0,9.8,44060.61,6,0,6.8,226.78
819,2022-10-01,38.0,2.0,12.35,1061.54,13,1,10.35,517.47
T7123,2022-10-01,8.0,1.0,10.0,1999.75,2,0,9.0,899.52
358,2022-10-01,59.0,46.0,38.95,2225.81,31,1,7.05,15.32
2868,2022-10-01,2.0,2.0,7.16,21000.0,1,0,5.16,257.75
2551,2022-10-01,6.0,10.0,11.14,2000.0,6,0,1.14,11.42
585,2022-10-01,11.0,77.0,24.62,25727.78,8,0,52.38,68.03
T6557,2022-10-01,15.0,8.0,10.61,1600.0,4,0,2.61,32.57
2167,2022-10-01,5.0,5.0,14.06,21680.0,5,0,9.06,181.12
2167,2022-10-01,4.0,5.0,12.7,30375.0,4,0,7.7,154.09
3044,2022-10-01,1.0,2.0,10.38,44100.0,1,0,8.38,419.08
636,2022-10-01,1.0,2.0,9.08,7000.0,1,0,7.08,353.86
1003,2022-10-01,56.5,6.0,10.58,48726.4,8,0,4.58,76.27
686,2022-10-01,59.0,16.0,11.78,16283.33,6,0,4.22,26.39
2166,2022-10-01,13.0,22.0,14.03,22076.92,13,0,7.97,36.25
T6561,2022-10-01,18.0,2.0,7.96,3000.0,9,0,5.96,298.18
2166,2022-10-01,8.0,13.0,9.64,23893.75,8,0,3.36,25.82
686,2022-10-01,7.0,59.0,27.44,16970.0,4,0,31.56,53.5
363,2022-10-01,71.0,57.0,50.58,1458.22,23,1,6.42,11.27
2873,2022-10-01,24.0,3.0,9.17,3020.83,12,0,6.17,205.55
862,2022-10-01,1.0,4.0,11.92,997.5,1,0,7.92,198.04
1023,2022-10-01,2.0,8.5,9.04,106000.0,2,0,0.54,6.3
1118,2022-10-01,6.0,2.0,11.26,20000.0,3,0,9.26,463.22
2869,2022-10-01,100.0,6.0,12.63,28138.53,45,1,6.63,110.49
1118,2022-10-01,2.0,6.0,11.07,30000.0,1,0,5.07,84.54
684,2022-10-01,20.0,11.0,14.79,19000.0,1,0,3.79,34.44
684,2022-10-01,5.0,20.0,17.59,18247.5,4,0,2.41,12.03
1117,2022-10-01,18.0,4.0,12.92,13500.0,9,0,8.92,223.12
857,2022-10-01,196.0,6.0,14.67,2976.18,15,1,8.67,144.55
362,2022-10-01,21.0,50.0,43.14,1701.33,12,1,6.86,13.72
2168,2022-10-01,3.0,4.0,8.92,29733.33,3,0,4.92,123.0
2168,2022-10-01,4.0,23.0,10.24,31450.0,4,0,12.76,55.49
1003,2022-10-01,6.0,0.5,9.72,66407.35,1,0,9.22,1844.56
1117,2022-10-01,19.0,18.0,22.12,20233.33,3,0,4.12,22.89
546,2022-10-01,8.0,26.0,8.7,15858.33,6,0,17.3,66.53
637,2022-10-01,6.0,11.0,10.32,8330.0,4,0,0.68,6.17
637,2022-10-01,11.0,2.0,11.78,4257.14,7,0,9.78,489.21
217,2022-10-01,12.0,4.0,17.27,106842.99,7,0,13.27,331.66
557,2022-10-01,8.0,3.0,8.36,8000.0,4,0,5.36,178.58
549,2022-10-01,46.0,55.0,39.45,5623.31,21,1,15.55,28.27
312,2022-10-01,6.0,6.0,13.59,41000.5,4,0,7.59,126.45
T7167,2022-10-01,12.0,6.0,14.48,200.0,2,1,8.48,141.4
T8827,2022-10-01,76.0,35.0,28.09,236.25,40,1,6.91,19.74
2499,2022-10-01,7.0,3.0,6.76,245800.0,7,0,3.76,125.44
579,2022-10-01,3.0,14.0,9.35,4150.0,2,0,4.65,33.2
699,2022-10-01,19.0,1.0,13.26,3618.06,17,0,12.26,1225.95
1072,2022-10-01,24.0,3.0,7.67,71973.02,7,0,4.67,155.5
2404,2022-10-01,31.0,38.0,16.15,7363.64,22,0,21.85,57.51
2404,2022-10-01,7.0,31.0,12.02,8962.5,4,0,18.98,61.23
697,2022-10-01,6.0,1.0,11.56,3318.07,3,0,10.56,1055.54
309,2022-10-01,78.0,79.0,41.29,43299.39,21,0,37.71,47.73
3157,2022-10-01,9.0,14.0,12.19,130352.0,5,0,1.81,12.95
673,2022-10-01,55.0,2.0,10.9,25566.54,26,0,8.9,444.76
269,2022-10-01,24.0,2.0,18.97,26850.0,4,0,16.97,848.49
719,2022-10-01,152.0,3.0,12.14,800.0,7,1,9.14,304.63
269,2022-10-01,2.0,33.0,14.54,30000.0,1,0,18.46,55.94
1015,2022-10-01,5.0,28.0,15.56,101333.33,3,0,12.44,44.44
2406,2022-10-01,96.0,28.0,13.48,68.0,5,1,14.52,51.85
301,2022-10-01,5.0,27.0,12.51,30650.0,4,0,14.49,53.68
T8720,2022-10-01,28.0,15.0,16.71,212.5,16,1,1.71,11.37
266,2022-10-01,53.0,1.0,9.62,17333.11,8,0,8.62,861.83
266,2022-10-01,1.0,4.0,10.4,20000.0,1,0,6.4,160.08
T8851,2022-10-01,58.0,4.0,12.39,100.0,18,1,8.39,209.66
715,2022-10-01,8.0,10.0,18.0,800.0,4,0,8.0,79.97
715,2022-10-01,7.0,8.0,17.58,820.0,2,0,9.58,119.75
1071,2022-10-01,17.0,1.0,8.93,177647.06,17,0,7.93,793.45
1071,2022-10-01,43.5,17.0,11.24,120652.66,10,0,5.76,33.91
3155,2022-10-01,12.0,24.0,22.21,20000.0,9,0,1.79,7.48
561,2022-10-01,13.0,8.0,12.45,5114.29,7,0,4.45,55.58
2407,2022-10-01,6.0,17.0,26.92,1500.0,3,0,9.92,58.35
2407,2022-10-01,17.0,10.0,13.41,2000.0,14,0,3.41,34.09
561,2022-10-01,26.0,13.0,10.08,4868.0,3,0,2.92,22.47
3155,2022-10-01,63.0,12.0,19.77,19211.23,12,0,7.77,64.73
2408,2022-10-01,14.0,3.0,8.06,2256.38,8,0,5.06,168.55
577,2022-10-01,11.0,24.0,25.88,5159.38,7,0,1.88,7.83
1015,2022-10-01,30.25,5.0,16.52,77217.55,8,0,11.52,230.37
T8727,2022-10-01,19.0,14.0,20.36,256.02,11,1,6.36,45.45
2389,2022-10-01,12.0,26.0,20.67,15309.38,8,0,5.33,20.49
317,2022-10-01,9.0,4.0,8.94,50000.0,9,0,4.94,123.6
723,2022-10-01,1.0,16.0,16.47,400.0,1,0,0.47,2.96
270,2022-10-01,25.0,27.0,13.82,27710.0,5,0,13.18,48.82
1048,2022-10-01,1.0,44.0,32.59,80000.0,1,0,11.41,25.93
270,2022-10-01,27.0,30.0,14.24,26529.63,27,0,15.76,52.54
2389,2022-10-01,26.0,34.0,22.0,18307.69,26,0,12.0,35.31
T8564,2022-10-01,26.0,2.0,15.08,200.0,13,1,13.08,653.89
250,2022-10-01,10.0,18.0,12.63,6900.0,1,0,5.37,29.82
1048,2022-10-01,69.0,1.0,14.32,61630.87,10,0,13.32,1332.25
1018,2022-10-01,44.0,6.5,11.03,59813.99,8,0,4.53,69.7
705,2022-10-01,7.0,3.0,11.03,2693.9,3,0,8.03,267.81
3173,2022-10-01,11.0,1.0,11.12,25000.0,11,0,10.12,1011.72
T8728,2022-10-01,6.0,7.0,15.05,672.75,3,0,8.05,114.94
2501,2022-10-01,29.0,51.0,29.01,272546.65,9,0,21.99,43.12
T8871,2022-10-01,22.0,1.0,7.97,1675.0,8,1,6.97,696.72
722,2022-10-01,14.0,8.0,15.79,523.57,7,1,7.79,97.4
T8871,2022-10-01,1.0,22.0,12.2,1680.0,1,0,9.8,44.55
696,2022-10-01,31.0,3.0,10.5,3954.63,8,1,7.5,249.86
316,2022-10-01,3.0,6.0,7.25,33958.53,3,0,1.25,20.9
239,2022-10-01,38.0,1.0,8.43,274908.42,12,0,7.43,742.81
1073,2022-10-01,23.0,14.0,13.98,188064.78,15,0,0.02,0.14
1073,2022-10-01,12.5,23.0,20.69,164878.81,9,0,2.31,10.03
562,2022-10-01,17.0,28.0,12.35,5442.8,5,0,15.65,55.91
720,2022-10-01,6.0,5.0,17.59,600.0,1,0,12.59,251.86
720,2022-10-01,1.0,6.0,19.65,600.0,1,0,13.65,227.47
579,2022-10-01,14.0,10.0,9.67,4157.14,14,0,0.33,3.31
1049,2022-10-01,1.5,0.5,12.31,353000.0,3,0,11.81,2362.21
2394,2022-10-01,31.0,4.0,14.45,10305.0,20,0,10.45,261.21
2394,2022-10-01,4.0,61.0,27.22,12475.0,4,0,33.78,55.38
2696,2022-10-01,5.0,3.0,7.23,73900.0,5,0,4.23,141.15
553,2022-10-01,96.0,38.0,23.56,6141.46,41,1,14.44,38.0
2408,2022-10-01,3.0,4.0,9.16,2600.0,2,0,5.16,129.12
708,2022-10-01,5.0,10.0,13.43,1894.5,2,0,3.43,34.32
552,2022-10-01,109.0,43.0,29.24,9007.58,66,1,13.76,31.99
1052,2022-10-01,8.0,33.5,12.59,247638.26,6,0,20.91,62.41
1052,2022-10-01,33.5,1.5,10.72,231467.44,21,0,9.22,614.58
246,2022-10-01,1.0,29.0,13.5,13000.0,1,0,15.5,53.43
658,2022-10-01,142.0,33.0,29.3,3244.57,46,1,3.7,11.22
710,2022-10-01,3.0,4.0,13.46,1525.0,3,0,9.46,236.56
1017,2022-10-01,30.5,4.0,12.88,132347.62,10,0,8.88,222.06
2670,2022-10-01,8.0,39.0,36.83,1100.0,1,0,2.17,5.55
2440,2022-10-01,1.0,3.0,7.87,200000.0,1,0,4.87,162.18
2437,2022-10-01,5.0,2.0,8.27,15000.0,5,0,6.27,313.27
2440,2022-10-01,6.0,1.0,6.94,189475.0,4,0,5.94,593.85
2438,2022-10-01,15.0,1.0,7.88,1300.0,15,1,6.88,687.58
2438,2022-10-01,3.0,15.0,12.4,700.5,2,0,2.6,17.36
1067,2022-10-01,1.0,6.0,9.34,188317.5,1,0,3.34,55.75
698,2022-10-01,30.0,2.0,17.2,4364.19,15,0,15.2,759.78
698,2022-10-01,51.0,30.0,22.64,3289.5,2,1,7.36,24.54
578,2022-10-01,6.0,2.0,8.88,7800.0,4,0,6.88,343.79
2460,2022-10-01,3.0,1.0,5.82,245000.0,2,0,4.82,482.11
301,2022-10-01,4.0,5.0,10.55,40550.0,4,0,5.55,111.06
1053,2022-10-01,1.0,6.0,7.69,208000.0,1,0,1.69,28.2
2475,2022-10-01,3.0,31.0,17.35,1000.0,3,0,13.65,44.03
1053,2022-10-01,9.0,1.0,7.23,207440.99,3,0,6.23,623.4
1017,2022-10-01,4.0,1.5,15.75,144750.0,4,0,14.25,949.89
2660,2022-10-01,46.0,18.0,19.13,23111.11,45,0,1.13,6.29
2660,2022-10-01,8.0,46.0,34.72,64187.5,8,0,11.28,24.52
2481,2022-10-01,5.0,2.0,8.53,12600.0,5,0,6.53,326.69
577,2022-10-01,24.0,5.0,14.52,5160.71,14,0,9.52,190.36
671,2022-10-01,1.0,2.0,10.21,4000.0,1,0,8.21,410.51
T8726,2022-10-01,288.0,12.0,17.01,202.53,54,1,5.01,41.76
2481,2022-10-01,2.0,5.0,9.2,13800.0,2,0,4.2,83.95
709,2022-10-01,16.0,2.0,11.02,1538.89,9,0,9.02,451.18
709,2022-10-01,4.0,16.0,16.63,1588.25,2,0,0.63,3.94
555,2022-10-01,3.0,1.0,8.68,2333.33,3,0,7.68,767.96
1067,2022-10-01,6.0,17.0,7.33,125985.9,1,0,9.67,56.86
659,2022-10-01,7.0,4.0,20.95,2607.5,4,0,16.95,423.86
2685,2022-10-01,31.0,61.0,43.43,20728.0,25,0,17.57,28.81
1016,2022-10-01,5.0,6.5,9.11,153200.0,5,0,2.61,40.12
713,2022-10-01,51.0,41.0,33.87,952.63,19,1,7.13,17.39
554,2022-10-01,21.0,56.0,40.4,2711.5,2,0,15.6,27.86
1070,2022-10-01,15.5,31.5,24.07,147243.02,9,0,7.43,23.6
1070,2022-10-01,31.5,34.0,16.09,164764.92,24,0,17.91,52.66
241,2022-10-01,67.0,55.0,40.12,3932.33,12,1,14.88,27.06
315,2022-10-01,3.0,3.0,6.4,23958.58,3,0,3.4,113.32
1016,2022-10-01,50.0,5.0,9.56,98299.72,10,0,4.56,91.29
671,2022-10-01,2.0,3.0,8.49,4500.0,1,0,5.49,183.03
315,2022-10-01,3.0,1.0,7.48,56666.67,3,0,6.48,647.91
714,2022-10-01,95.0,1.0,18.82,834.69,49,1,17.82,1782.33
213,2022-10-01,60.0,1.0,7.94,144485.26,8,0,6.94,694.25
300,2022-10-01,151.0,44.0,36.72,14261.11,18,1,7.28,16.54
2409,2022-10-01,15.0,2.0,8.1,8471.43,7,0,6.1,305.19
2685,2022-10-01,77.0,31.0,27.35,17923.7,10,0,3.65,11.76
713,2022-10-01,27.0,51.0,33.86,1257.14,13,1,17.14,33.6
554,2022-10-01,56.0,6.0,12.78,4075.0,28,1,6.78,112.94
243,2022-10-01,2.0,9.0,7.58,3000.0,1,0,1.42,15.77
708,2022-10-01,10.0,2.0,12.83,1660.0,10,0,10.83,541.63
T8724,2022-10-01,24.0,11.0,20.66,155.93,7,1,9.66,87.86
T8724,2022-10-01,11.0,13.0,13.36,200.0,11,1,0.36,2.74
T8850,2022-10-01,78.0,6.0,19.62,102.5,2,1,13.62,226.99
313,2022-10-01,32.0,3.0,11.49,99625.0,32,0,8.49,283.11
2430,2022-10-01,8.0,2.0,9.66,1300.0,1,0,7.66,382.85
268,2022-10-01,1.0,54.0,28.45,30000.0,1,0,25.55,47.31
659,2022-10-01,4.0,3.0,14.03,3000.0,1,0,11.03,367.64
268,2022-10-01,10.0,1.0,16.15,30533.33,9,0,15.15,1514.87
313,2022-10-01,59.0,32.0,15.9,96925.47,22,0,16.1,50.3
T8851,2022-10-01,14.0,58.0,40.91,105.25,2,1,17.09,29.47
699,2022-10-01,17.0,19.0,16.79,4086.25,8,0,2.21,11.64
710,2022-10-01,4.0,12.0,13.88,1600.0,3,0,1.88,15.68
2437,2022-10-01,1.0,5.0,7.28,15000.0,1,0,2.28,45.62
1014,2022-10-01,5.5,18.0,17.57,114000.0,7,0,0.43,2.36
1074,2022-10-01,22.5,29.5,28.81,153286.22,20,0,0.69,2.34
T7167,2022-10-01,6.0,25.0,17.88,200.0,3,1,7.12,28.49
1085,2022-10-01,22.0,28.0,15.74,12345.71,7,0,12.26,43.77
1080,2022-10-01,9.0,3.0,9.44,140777.25,4,0,6.44,214.58
556,2022-10-01,8.0,53.0,21.08,11787.5,4,0,31.92,60.23
556,2022-10-01,53.0,3.0,10.95,13452.94,51,1,7.95,265.04
2314,2022-10-01,20.0,4.0,8.28,650.0,1,1,4.28,106.95
T8729,2022-10-01,4.0,63.0,12.84,683.58,3,0,50.16,79.62
704,2022-10-01,40.0,6.0,12.34,2658.64,8,1,6.34,105.71
T8729,2022-10-01,63.0,28.0,17.71,700.0,30,1,10.29,36.74
337,2022-10-01,4.0,3.0,7.39,1.0,1,1,4.39,146.45
2311,2022-10-01,34.0,2.0,11.63,34673.68,19,0,9.63,481.46
2311,2022-10-01,8.0,34.0,26.89,12298.65,1,0,7.11,20.9
324,2022-10-01,2.0,1.0,8.52,31000.0,2,0,7.52,751.53
1085,2022-10-01,28.0,18.0,17.03,11150.0,6,0,0.97,5.41
2645,2022-10-01,39.0,12.0,15.12,460.25,4,1,3.12,26.02
736,2022-10-01,3.0,26.0,10.06,36308.33,3,0,15.94,61.3
558,2022-10-01,5.0,26.0,11.25,5265.0,5,0,14.75,56.72
2315,2022-10-01,2.0,2.0,8.06,2000.0,1,0,6.06,302.84
2315,2022-10-01,2.0,1.0,7.53,1500.0,2,0,6.53,652.51
1044,2022-10-01,2.0,21.0,18.5,80000.0,1,0,2.5,11.92
2745,2022-10-01,22.0,14.0,9.12,6000.0,8,0,4.88,34.88
T9307,2022-10-01,29.0,3.0,9.02,1223.08,13,1,6.02,200.52
323,2022-10-01,15.0,1.0,11.08,62860.0,15,0,10.08,1007.55
323,2022-10-01,7.0,15.0,13.9,42333.5,4,0,1.1,7.35
2318,2022-10-01,5.0,22.0,17.73,2631.25,2,0,4.27,19.39
2318,2022-10-01,22.0,4.0,14.8,2070.0,10,1,10.8,270.06
1078,2022-10-01,0.5,2.0,7.99,210000.0,1,0,5.99,299.61
2519,2022-10-01,3.0,4.0,7.95,50933.33,3,0,3.95,98.67
2319,2022-10-01,80.0,2.0,12.78,3000.0,10,1,10.78,539.2
T9288,2022-10-01,1.0,4.0,11.7,600.0,1,0,7.7,192.52
550,2022-10-01,4.0,1.0,7.53,4110.0,4,0,6.53,653.33
1021,2022-10-01,13.0,8.0,14.43,107769.23,13,0,6.43,80.36
274,2022-10-01,27.0,55.0,16.84,9190.48,21,0,38.16,69.38
1012,2022-10-01,5.0,6.0,8.57,227000.0,2,0,2.57,42.92
229,2022-10-01,50.0,3.0,13.09,86656.61,10,0,10.09,336.39
T9228,2022-10-01,2.0,12.0,14.58,300.0,1,0,2.58,21.51
2264,2022-10-01,3.0,5.0,12.14,123333.33,3,0,7.14,142.78
2757,2022-10-01,7.0,4.0,12.0,25687.5,4,0,8.0,199.94
1019,2022-10-01,13.0,4.0,8.89,124800.0,10,0,4.89,122.22
2757,2022-10-01,4.0,4.0,11.59,21100.0,3,0,7.59,189.85
564,2022-10-01,12.0,43.0,11.82,11641.67,6,0,31.18,72.52
564,2022-10-01,43.0,1.0,11.69,10302.33,43,1,10.69,1069.23
T9379,2022-10-01,6.0,47.0,19.32,1050.0,2,0,27.68,58.9
1010,2022-10-01,94.0,3.0,9.47,408.0,25,1,6.47,215.54
1087,2022-10-01,26.0,3.0,11.87,15466.67,3,0,8.87,295.55
549,2022-10-01,55.0,17.0,19.88,6065.79,38,1,2.88,16.94
349,2022-10-01,22.0,1.0,10.73,5438.21,8,0,9.73,973.35
312,2022-10-01,6.0,1.0,7.92,99900.0,6,0,6.92,692.29
349,2022-10-01,1.0,1.0,8.73,12500.0,1,0,7.73,772.8
748,2022-10-01,2.0,2.0,8.16,300.0,1,0,6.16,307.97
1101,2022-10-01,1.0,4.0,10.22,14000.0,1,0,6.22,155.38
227,2022-10-01,4.0,1.0,9.12,64966.67,3,0,8.12,812.3
227,2022-10-01,1.0,6.0,7.43,75000.0,1,0,1.43,23.81
110,2022-10-01,31.0,1.0,9.9,35709.57,15,0,8.9,890.0
296,2022-10-01,17.0,15.0,14.92,19050.0,8,0,0.08,0.5
572,2022-10-01,33.0,10.0,8.54,12294.74,12,0,1.46,14.61
1099,2022-10-01,6.0,4.0,11.26,14100.0,2,0,7.26,181.4
296,2022-10-01,15.0,63.0,29.18,25533.33,15,0,33.82,53.68
1019,2022-10-01,26.0,13.0,10.67,19844.07,7,0,2.33,17.91
2521,2022-10-01,4.0,39.0,18.49,19000.0,2,0,20.51,52.59
1012,2022-10-01,3.0,5.0,11.87,205725.0,3,0,6.87,137.45
2282,2022-10-01,2.0,1.0,8.7,1055.0,1,0,7.7,769.72
700,2022-10-01,69.0,11.0,18.3,3343.05,16,1,7.3,66.32
645,2022-10-01,4.0,4.0,10.84,14720.83,3,0,6.84,170.99
1088,2022-10-01,6.0,6.0,9.37,23460.0,5,0,3.37,56.2
1088,2022-10-01,17.0,6.0,12.68,17777.89,9,0,6.68,111.29
2752,2022-10-01,70.0,16.0,9.78,7400.0,7,1,6.22,38.9
736,2022-10-01,26.0,1.0,8.93,35010.0,20,0,7.93,793.38
645,2022-10-01,4.0,1.0,9.27,17400.0,2,0,8.27,826.7
1013,2022-10-01,83.0,19.0,22.59,88524.45,18,0,3.59,18.92
2388,2022-10-01,7.0,50.0,13.85,16880.0,5,0,36.15,72.31
573,2022-10-01,16.0,2.0,9.72,7416.67,6,0,7.72,386.0
2381,2022-10-01,1.0,3.0,8.03,145000.0,1,0,5.03,167.75
297,2022-10-01,17.0,1.0,10.5,9933.33,3,0,9.5,949.64
318,2022-10-01,11.0,4.0,9.09,4533.67,2,0,5.09,127.17
318,2022-10-01,4.0,4.0,8.44,12000.0,4,0,4.44,111.1
1075,2022-10-01,14.0,2.0,10.01,130891.16,10,0,8.01,400.57
238,2022-10-01,5.0,1.0,7.13,272373.37,5,0,6.13,612.72
1075,2022-10-01,2.0,7.0,9.44,152500.0,2,0,2.44,34.8
2372,2022-10-01,101.0,1.0,12.3,546.81,47,1,11.3,1129.58
700,2022-10-01,13.0,69.0,50.85,4556.25,8,0,18.15,26.3
695,2022-10-01,453.0,17.0,23.87,5453.58,70,1,6.87,40.4
705,2022-10-01,2.0,7.0,10.52,3000.0,1,0,3.52,50.34
T7169,2022-10-01,8.0,45.0,23.7,300.0,2,1,21.3,47.33
271,2022-10-01,18.0,13.0,19.13,28792.86,7,0,6.13,47.17
271,2022-10-01,13.0,40.0,25.26,28246.15,13,0,14.74,36.86
2383,2022-10-01,2.0,1.0,8.17,7385.0,2,0,7.17,716.72
726,2022-10-01,3.0,1.0,7.6,1500.0,1,0,6.6,660.24
T854,2022-10-01,5.0,8.0,10.46,180.0,2,1,2.46,30.78
2384,2022-10-01,10.0,5.0,8.84,35000.0,1,0,3.84,76.74
2384,2022-10-01,5.0,1.0,8.47,46480.0,5,0,7.47,747.33
T854,2022-10-01,8.0,4.0,9.36,200.0,5,1,5.36,133.98
297,2022-10-01,1.0,64.0,19.18,12500.0,1,0,44.82,70.02
1018,2022-10-01,6.5,1.0,8.56,147385.2,5,0,7.56,756.06
725,2022-10-01,3.0,6.0,10.7,800.0,2,0,4.7,78.36
725,2022-10-01,2.0,3.0,9.3,800.0,2,0,6.3,209.87
648,2022-10-01,4.0,3.0,8.52,6330.0,2,0,5.52,183.85
1014,2022-10-01,48.5,5.5,23.23,70111.21,17,0,17.73,322.38
648,2022-10-01,3.0,4.0,11.78,2400.0,3,0,7.78,194.45
696,2022-10-01,2.0,31.0,15.65,4000.0,2,0,15.35,49.53
2501,2022-10-01,51.0,6.0,15.46,230070.97,31,0,9.46,157.72
1074,2022-10-01,29.5,20.0,20.82,174392.37,22,0,0.82,4.1
2388,2022-10-01,4.0,7.0,11.79,14442.5,4,0,4.79,68.39
728,2022-10-01,19.0,1.0,13.26,400.0,6,1,12.26,1226.06
581,2022-10-01,4.0,3.0,10.55,35500.0,4,0,7.55,251.83
647,2022-10-01,1.0,6.0,9.4,6300.0,1,0,3.4,56.74
731,2022-10-01,5.0,1.0,8.95,21120.0,5,0,7.95,794.84
322,2022-10-01,29.0,2.0,8.66,67310.71,28,0,6.66,333.22
558,2022-10-01,26.0,5.0,9.64,5010.0,20,0,4.64,92.86
694,2022-10-01,412.0,8.0,31.32,4826.08,43,1,23.32,291.56
1077,2022-10-01,11.0,11.0,10.61,193177.06,5,0,0.39,3.56
731,2022-10-01,3.0,5.0,9.35,1.0,1,1,4.35,86.93
272,2022-10-01,73.0,2.0,7.85,18385.44,7,0,5.85,292.27
1013,2022-10-01,19.0,8.0,20.29,117805.59,10,0,12.29,153.63
581,2022-10-01,3.0,31.0,12.07,37500.0,3,0,18.93,61.07
302,2022-10-01,2.0,7.0,9.0,20200.0,2,0,2.0,28.56
1044,2022-10-01,21.0,26.0,10.74,94357.14,14,0,15.26,58.68
2962,2022-10-01,46.0,22.0,22.53,11583.33,6,0,0.53,2.42
2327,2022-10-01,7.0,27.0,9.13,17914.29,7,0,17.87,66.19
2327,2022-10-01,1.0,7.0,9.66,17000.0,1,0,2.66,37.98
2727,2022-10-01,20.0,4.0,8.07,12554.5,1,0,4.07,101.86
662,2022-10-01,6.0,41.0,19.98,12000.0,6,0,21.02,51.26
234,2022-10-01,1.0,10.0,9.71,80000.0,1,0,0.29,2.87
T7168,2022-10-01,13.0,3.0,16.67,300.0,2,1,13.67,455.7
T7168,2022-10-01,3.0,10.0,13.12,300.0,3,0,3.12,31.18
2656,2022-10-01,1.0,3.0,6.91,10550.0,1,0,3.91,130.31
729,2022-10-01,2.0,2.0,12.5,350.0,2,0,10.5,525.06
322,2022-10-01,19.0,29.0,9.51,4336.42,3,0,19.49,67.2
1046,2022-10-01,2.0,5.5,8.34,84000.0,2,0,2.84,51.72
647,2022-10-01,6.0,2.0,8.36,6133.33,6,0,6.36,317.96
2343,2022-10-01,46.0,34.0,42.15,18307.73,22,0,8.15,23.96
1047,2022-10-01,2.0,14.0,9.57,83345.0,1,0,4.43,31.64
1076,2022-10-01,6.0,7.0,7.63,162386.21,2,0,0.63,9.07
1076,2022-10-01,4.0,6.0,10.75,221118.75,4,0,4.75,79.15
582,2022-10-01,1.0,1.0,9.7,35000.0,1,0,8.7,869.57
T9226,2022-10-01,14.0,1.0,15.21,200.0,11,1,14.21,1421.09
2361,2022-10-01,3.0,3.0,8.71,28000.0,3,0,5.71,190.29
T9226,2022-10-01,3.0,14.0,16.56,350.0,2,0,2.56,18.28
550,2022-10-01,1.0,6.0,8.1,4500.0,1,0,2.1,34.93
1423,2022-10-01,9.0,31.0,21.22,4388.89,9,0,9.78,31.56
T6555,2022-10-01,32.0,2.0,7.45,1300.0,8,1,5.45,272.44
